product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/sparx-sl-164-walking-shoes-women/p/itm009dfd00d14b1?pid=SHOFNY4JXBV3RRNS&lid=LSTSHOFNY4JXBV3RRNSDM6NT0&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_53&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOFNY4JXBV3RRNS.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,SL 164 Walking Shoes For Women,Sparx ,550,0.49,4.4,7651
https://www.flipkart.com/roadster-sneakers-women/p/itm1f118ecbd72ef?pid=SHOGRNN6CMVWVJW7&lid=LSTSHOGRNN6CMVWVJW73XT7I2&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_55&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGRNN6CMVWVJW7.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Sneakers For Women,Roadster ,799,0.8,3.8,8366
https://www.flipkart.com/puma-running-shoes-women/p/itm76d6bd56a9999?pid=SHOHAZ5D5ZUFEY9E&lid=LSTSHOHAZ5D5ZUFEY9EFRPGLX&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_56&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOHAZ5D5ZUFEY9E.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Running Shoes For Women,PUMA ,2418,0.51,4.3,113
https://www.flipkart.com/fabbmate-trendy-without-laces-sports-shoes-women-s-running-walking-daily-wear-walking-women/p/itm2abb293b0c34e?pid=SHOHCJS5MCJZZ9CZ&lid=LSTSHOHCJS5MCJZZ9CZX9C5GI&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_57&otracker=search&otracker1=search&fm=Search&iid=en_2QoUo5K34gYrl_JLVq2lq0Ls6n6U-ZwiJH-HP4enHyTaFnuSAn8QZjHWqtJHAmcKAYMeI4Hr1MWT7j3vr67QQw%3D%3D&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,"Trendy Without Laces Sports Shoes for Women's Running, Walking,Daily Wear Walking Shoes For Women",Fabbmate ,363,0.48,4.1,12830
https://www.flipkart.com/fabbmate-casuals-women/p/itm83ad4f4d7a4c0?pid=SHOG7FGFFBUC7TAH&lid=LSTSHOG7FGFFBUC7TAHRHAJ5A&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_58&otracker=search&otracker1=search&fm=Search&iid=en_2QoUo5K34gYrl_JLVq2lq0Ls6n6U-ZwiJH-HP4enHyQJm-FEXojjmxIrWVZv724pqdxIeorKBsygZzBv1Cs-kQ%3D%3D&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Casuals For Women,Fabbmate ,358,0.55,4.1,15857
https://www.flipkart.com/birde-premium-sports-shoes-women-walking/p/itm745da071ea13e?pid=SHOGD8GSPMVRBGJB&lid=LSTSHOGD8GSPMVRBGJBA9OWWT&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_60&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGD8GSPMVRBGJB.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Premium Sports Shoes for Women Walking Shoes For Women,Birde ,413,0.58,4,52027
https://www.flipkart.com/hrx-hrithik-roshan-147-01-running-shoes-women/p/itmd69deb9a348d9?pid=SHOGYG9ZQGBZUXUT&lid=LSTSHOGYG9ZQGBZUXUTTYQ0VV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_63&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGYG9ZQGBZUXUT.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,-147 01 Running Shoes For Women,HRX by Hrithik Roshan ,1299,0.67,4.1,431
https://www.flipkart.com/puma-essex-comfort-wn-s-walking-shoes-women/p/itm8497c1801a24b?pid=SHOGH3GNRPATYF6N&lid=LSTSHOGH3GNRPATYF6NEGGVIM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_64&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGH3GNRPATYF6N.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Essex Comfort Wn s Walking Shoes For Women,PUMA ,1421,0.47,4.3,3800
https://www.flipkart.com/asics-jolt-4-running-shoes-women/p/itma17cd460d25aa?pid=SHOHFT65SMERUZBB&lid=LSTSHOHFT65SMERUZBBLY1JMY&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_66&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOHFT65SMERUZBB.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Jolt 4 Running Shoes For Women,Asics ,2695,0.5,4.2,133
https://www.flipkart.com/asics-gel-pulse-14-running-shoes-women/p/itme2aa304e735f3?pid=SHOGQGAZZKEFNPDZ&lid=LSTSHOGQGAZZKEFNPDZNRGB9B&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_69&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGQGAZZKEFNPDZ.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,GEL-PULSE 14 Running Shoes For Women,Asics ,3920,0.5,4.4,348
https://www.flipkart.com/reebok-stride-walker-w-walking-shoes-women/p/itm38753019e9877?pid=SHOGX8PAU9RGFRJG&lid=LSTSHOGX8PAU9RGFRJGID0WD5&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_70&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGX8PAU9RGFRJG.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Stride walker W Walking Shoes For Women,REEBOK ,1418,0.52,4.4,167
https://www.flipkart.com/aqualite-comfortable-slip-on-walking-shoes-women-lace-free-footwear/p/itmaf3b792b547ec?pid=SHOH3QZHPRHCZGDX&lid=LSTSHOH3QZHPRHCZGDX7KHB5B&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_72&otracker=search&otracker1=search&fm=Search&iid=en_2QoUo5K34gYrl_JLVq2lq0Ls6n6U-ZwiJH-HP4enHySRry0OSMhxJAcxTlA7DxFD8QMq41PfYkXDT1IC2EX0-PKSJvID5C-RdFfAlzwDiqI%3D&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Comfortable Slip-On Walking Shoes for Women | Lace-Free Footwear Walking Shoes For Women,Aqualite ,599,0.07,4,2497
https://www.flipkart.com/puma-zod-runner-v3-wn-s-sneakers-women/p/itm136689c6812dd?pid=SHOFUFGRZGZEGTH9&lid=LSTSHOFUFGRZGZEGTH9QWJW4I&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_73&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOFUFGRZGZEGTH9.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Zod Runner V3 Wn's Sneakers For Women,PUMA ,1596,0.6,4.3,26423
https://www.flipkart.com/campus-zoe-plus-women-s-casual-shoes-memory-foam-insole-pillo-slip-walking-women/p/itme2a0ec4d905e0?pid=SHOFXFETCCU3GHDJ&lid=LSTSHOFXFETCCU3GHDJRRQVVF&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_75&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOFXFETCCU3GHDJ.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,ZOE PLUS Women's Casual Shoes | Memory Foam Insole with Pillo Foam | Slip On Walking Shoes For Women,CAMPUS ,777,0.02,4.1,11989
https://www.flipkart.com/asics-gel-sonoma-7-running-shoes-women/p/itma9cf4ce584f6f?pid=SHOHFT657FPAPZFW&lid=LSTSHOHFT657FPAPZFW75UWOV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_76&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOHFT657FPAPZFW.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,GEL-SONOMA 7 Running Shoes For Women,Asics ,3430,0.5,4.2,157
https://www.flipkart.com/megpar-running-shoes-women/p/itm0d445ef08a651?pid=SHOGX8NUV4A3THUZ&lid=LSTSHOGX8NUV4A3THUZLA8V5Y&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_79&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGX8NUV4A3THUZ.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Running Shoes For Women,MEGPAR ,426,0.73,4.4,77
https://www.flipkart.com/reebok-inspire-2-0-w-running-shoes-women/p/itmd8dc1c50dabc1?pid=SHOGX8ZGWHXKMFFB&lid=LSTSHOGX8ZGWHXKMFFBADXZLG&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_80&otracker=search&otracker1=search&fm=Search&iid=d9efae40-8038-4141-a14c-423fda55a88c.SHOGX8ZGWHXKMFFB.SEARCH&ppt=sp&ppn=sp&ssid=2yfbin3ohs0000001755848062875&qH=32e27b1148959538,Inspire 2.0 W Running Shoes For Women,REEBOK ,1252,0.51,4.3,135
https://www.flipkart.com/red-tape-casual-sneaker-shoes-women-soft-cushioned-insole-slip-resistance-sneakers/p/itm1733cb250006a?pid=SHOGUZB9ZNKHGQ6Q&lid=LSTSHOGUZB9ZNKHGQ6QXRBFKI&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_83&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGUZB9ZNKHGQ6Q.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,"Casual Sneaker Shoes for Women | Soft Cushioned Insole, Slip-Resistance Sneakers For Women",RED TAPE ,1709,0.7,4.3,1098
https://www.flipkart.com/campus-jessica-running-shoes-women/p/itm869a5319268bc?pid=SHOGCXQYTKEMXSTC&lid=LSTSHOGCXQYTKEMXSTCF0S2AA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_84&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGCXQYTKEMXSTC.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,JESSICA Running Shoes For Women,CAMPUS ,1007,0.1,4.2,9980
https://www.flipkart.com/campus-alice-women-s-sports-shoes-mesh-upper-anti-slip-sole-design-lace-up-running-women/p/itm3f242fd24c96b?pid=SHOFXNU8ZZPWSMGD&lid=LSTSHOFXNU8ZZPWSMGDOQWOAN&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_85&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOFXNU8ZZPWSMGD.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,ALICE Women's Sports Shoes | Mesh Upper with Anti Slip Sole Design | Lace-Up Running Shoes For Women,CAMPUS ,1032,0.26,4.3,33289
https://www.flipkart.com/campus-claire-women-s-sports-shoes-memory-foam-insole-cushioned-comfort-lace-up-running-women/p/itm6a6750fab9604?pid=SHOFW9E9WME6BUAH&lid=LSTSHOFW9E9WME6BUAHT3SBY6&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_86&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOFW9E9WME6BUAH.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,CLAIRE Women's Sports Shoes | Memory Foam Insole for Cushioned Comfort | Lace-Up Running Shoes For Women,CAMPUS ,999,0.28,4.3,44509
https://www.flipkart.com/hrx-hrithik-roshan-walking-shoes-women/p/itm5532908e9ebcb?pid=SHOH2JNGRBDYMZVK&lid=LSTSHOH2JNGRBDYMZVKJNYWUJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_89&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOH2JNGRBDYMZVK.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Walking Shoes For Women,HRX by Hrithik Roshan ,999,0.75,4,3762
https://www.flipkart.com/reebok-stride-runner-w-running-shoes-women/p/itmedb9356c06c44?pid=SHOGX8PAQVMCFCUF&lid=LSTSHOGX8PAQVMCFCUFBIULZU&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_90&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGX8PAQVMCFCUF.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Stride Runner W Running Shoes For Women,REEBOK ,1120,0.55,4.2,138
https://www.flipkart.com/puma-plush-comfort-wn-s-running-shoes-women/p/itm15d829f9ec1e6?pid=SHOGH3GNB8CUMDM6&lid=LSTSHOGH3GNB8CUMDM6PZID6Q&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&spotlightTagId=default_TrendingId_osp%2Fiko%2Fd20&srno=s_3_93&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGH3GNB8CUMDM6.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Plush Comfort Wn's Running Shoes For Women,PUMA ,1120,0.55,4.3,3770
https://www.flipkart.com/campus-hall-casual-shoes-memory-insole-cushioning-comfortable-mesh-upper-lace-up-sneakers-women/p/itm90a54bd017957?pid=SHOGY64XYTZFBXAZ&lid=LSTSHOGY64XYTZFBXAZ06IQML&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_94&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGY64XYTZFBXAZ.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,HALL Casual Shoes | Memory Insole Cushioning | Comfortable Mesh Upper | Lace-Up Sneakers For Women,CAMPUS ,1175,0.21,4.3,1390
https://www.flipkart.com/adidas-pod-active-w-running-shoes-women/p/itm21484cfafe478?pid=SHOHFCF2JKHQZGQE&lid=LSTSHOHFCF2JKHQZGQEVRSDY5&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_95&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOHFCF2JKHQZGQE.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Pod-Active W Running Shoes For Women,ADIDAS ,1743,0.54,4.3,93
https://www.flipkart.com/campus-claire-women-s-sports-shoes-memory-foam-insole-cushioned-comfort-lace-up-running-women/p/itm06bf69d5dfe5a?pid=SHOFW6Z7CZ3ZUFPF&lid=LSTSHOFW6Z7CZ3ZUFPFFWIZ5H&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_96&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOFW6Z7CZ3ZUFPF.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,CLAIRE Women's Sports Shoes | Memory Foam Insole for Cushioned Comfort | Lace-Up Running Shoes For Women,CAMPUS ,1259,0.1,4.3,44509
https://www.flipkart.com/puma-plush-comfort-wn-s-running-shoes-women/p/itm123396f16c758?pid=SHOGH3GN6G3XYN8B&lid=LSTSHOGH3GN6G3XYN8BKCH2LV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_99&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGH3GN6G3XYN8B.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Plush Comfort Wn's Running Shoes For Women,PUMA ,1209,0.51,4.3,3770
https://www.flipkart.com/sparx-sl-244-running-shoes-women/p/itm64074844ac0b6?pid=SHOGVQCUGMQ4WQFJ&lid=LSTSHOGVQCUGMQ4WQFJPSCTXP&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_100&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGVQCUGMQ4WQFJ.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,SL 244 Running Shoes For Women,Sparx ,1199,0.2,4.3,314
https://www.flipkart.com/puma-supernal-v3-wn-s-sneakers-women/p/itm5401c6239a815?pid=SHOGGKSZVYUH7F3H&lid=LSTSHOGGKSZVYUH7F3HMZR1DX&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_104&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGGKSZVYUH7F3H.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Supernal v3 Wn s Sneakers For Women,PUMA ,1516,0.6,4.1,719
https://www.flipkart.com/sparx-sl-244-running-shoes-women/p/itm9b5f26e3ba508?pid=SHOGVZ4GN63DGMPW&lid=LSTSHOGVZ4GN63DGMPWGNI51H&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_105&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGVZ4GN63DGMPW.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,SL 244 Running Shoes For Women,Sparx ,750,0.49,4.3,314
https://www.flipkart.com/puma-buzz-wmn-running-shoes-women/p/itm0a5f55f1c9271?pid=SHOGGF4FWQY2BYGW&lid=LSTSHOGGF4FWQY2BYGWBTR736&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_106&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGGF4FWQY2BYGW.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Puma Buzz Wmn Running Shoes For Women,PUMA ,1800,0.59,4.3,8039
https://www.flipkart.com/puma-kinta-womens-running-shoes-women/p/itm166f9c94628af?pid=SHOGQANYSXFDHTR8&lid=LSTSHOGQANYSXFDHTR8FNJVB9&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_109&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGQANYSXFDHTR8.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Kinta Womens Running Shoes For Women,PUMA ,2016,0.55,4.2,506
https://www.flipkart.com/sparx-sl-170-running-shoes-women/p/itm655be528d709f?pid=SHOFYN5GFUEKH8FT&lid=LSTSHOFYN5GFUEKH8FTRTZT4I&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_110&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOFYN5GFUEKH8FT.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,SL 170 Running Shoes For Women,Sparx ,824,0.25,4.3,22364
https://www.flipkart.com/campus-boond-running-shoes-women/p/itmdfd6f98c927c0?pid=SHOGNQ9GWUKERGHA&lid=LSTSHOGNQ9GWUKERGHAAHUQNY&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_113&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGNQ9GWUKERGHA.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,BOOND Running Shoes For Women,CAMPUS ,1054,0.41,4.5,360
https://www.flipkart.com/asics-trail-scout-3-running-shoes-women/p/itmdc5b912385969?pid=SHOHFT65NDGSGVEV&lid=LSTSHOHFT65NDGSGVEVYEOTPZ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_114&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOHFT65NDGSGVEV.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,TRAIL SCOUT 3 Running Shoes For Women,Asics ,2695,0.5,4.3,298
https://www.flipkart.com/hrx-hrithik-roshan-walking-shoes-women/p/itm4b2c0f8f636ce?pid=SHOH36XUZ5FKFJFK&lid=LSTSHOH36XUZ5FKFJFKPLIAPN&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_115&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOH36XUZ5FKFJFK.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,Walking Shoes For Women,HRX by Hrithik Roshan ,999,0.75,4,546
https://www.flipkart.com/sparx-sl-258-walking-shoes-women/p/itmf1313f8ecdd2a?pid=SHOGYR57PBGAPZGB&lid=LSTSHOGYR57PBGAPZGBDJCYZZ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_116&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOGYR57PBGAPZGB.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,SL 258 Walking Shoes For Women,Sparx ,899,0.18,4.2,380
https://www.flipkart.com/bersache-premium-sports-gym-trending-stylish-running-shoes-women/p/itm837088a7c5da5?pid=SHOHYP7G6URPBZBZ&lid=LSTSHOHYP7G6URPBZBZ8OSDED&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_118&otracker=search&otracker1=search&fm=Search&iid=en_cICWouCsfCkpMkldzQ7qGHyMa6iompafmFbzic046PGsZc_en06mXPTT66ktc9pFJFzhFKfSiog8HEvSgfPNkZ2-SIbIDZ6lLvgRS75Tj4w%3D&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,"Bersache Premium Sports ,Gym, Trending Stylish Running Shoes Running Shoes For Women",BERSACHE ,872,0.82,3.9,708
https://www.flipkart.com/adidas-dash-flow-running-shoes-women/p/itma171b4c83b093?pid=SHOH7SJMEC9PEESR&lid=LSTSHOH7SJMEC9PEESRITWF5A&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_3_119&otracker=search&otracker1=search&fm=Search&iid=e2401d92-5ce1-4ce3-bb96-50a4aace99da.SHOH7SJMEC9PEESR.SEARCH&ppt=sp&ppn=sp&ssid=378l7oymrk0000001755848067017&qH=32e27b1148959538,DASH-FLOW Running Shoes For Women,ADIDAS ,2749,0.45,4.6,33
https://www.flipkart.com/campus-zoe-plus-women-s-casual-shoes-memory-foam-insole-pillo-slip-walking-women/p/itme2a0ec4d905e0?pid=SHOFXFETCCU3GHDJ&lid=LSTSHOFXFETCCU3GHDJRRQVVF&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_123&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOFXFETCCU3GHDJ.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,ZOE PLUS Women's Casual Shoes | Memory Foam Insole with Pillo Foam | Slip On Walking Shoes For Women,CAMPUS ,777,0.02,4.1,11958
https://www.flipkart.com/lexora-sneakers-women/p/itmd56a4332da4c0?pid=SHOHEU9KVUYRAPME&lid=LSTSHOHEU9KVUYRAPME0ZY0LK&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_126&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOHEU9KVUYRAPME.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Sneakers For Women,lexora ,379,0.62,,
https://www.flipkart.com/red-tape-womens-sports-shoes-lightweight-etpu-athleisure-comfort-black-walking-women/p/itm6d790b24b121d?pid=SHOHE2FMZWE2UY4R&lid=LSTSHOHE2FMZWE2UY4RVW1RPS&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_129&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOHE2FMZWE2UY4R.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Women’s Sports Shoes - Lightweight ETPU Athleisure Comfort in Black Walking Shoes For Women,RED TAPE ,2819,0.7,,
https://www.flipkart.com/reebok-stride-walker-w-walking-shoes-women/p/itm41bc1367d1cdf?pid=SHOGX8PAZHSJCNUA&lid=LSTSHOGX8PAZHSJCNUAWDA5DM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_133&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOGX8PAZHSJCNUA.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Stride walker W Walking Shoes For Women,REEBOK ,1416,0.52,4.3,75
